布魔方产品型号	颜色-红	颜色-黄	颜色-蓝	颜色-绿	颜色-咖	颜色-黑白灰	风格-美式	风格-欧式	风格-中式	风格-现代	风格-混搭	工艺-提花	工艺-绣花	工艺-印花	工艺-素织物	工艺-其他	材质-棉麻	材质-雪尼尔	材质-涤丝经面	材质-羊毛混纺	材质-其他	应用-沙发	应用-窗帘	应用-墙布	应用-抱枕	应用-床品	应用-其他	价格-单幅	价格-宽幅	成分(%)	每平方克重(g/㎡±5%)	幅宽-单幅（±2cm）	幅宽-宽幅（±2cm）	花型尺寸-横向（cm）	花型尺寸-纵向（cm）	原产地	水洗标-可水洗	水洗标-不可机洗	水洗标-可加干洗剂干洗	水洗标-不可干洗	可滚筒烘干	不可滚筒烘干	水洗标-低温熨烫	水洗标-不可熨烫	水洗标-可漂白	水洗标-不可漂白	花型图-1600px*800px	花型图-800px*800px	质地图-1600px*800px	质地图-800px*800px	质地图-400px*200px	质地图-400px*400px	搭配面料1	搭配面料2	搭配面料3	搭配面料4	搭配面料5	搭配面料6	检测报告
FHD0004-31	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100%涤纶 	518	145	0	7.7	9.1	中国	0	1	1	0	0	1	1	0	0	1	FHD0004-31-D1	FHD0004-31-D2	FHD0004-31-Q1	FHD0004-31-Q2	FHD0004-31-Q3	FHD0004-31-Q4	0	0	0	0	0	0	0
FHJ0019-46	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	366	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0019-46-D1	FHJ0019-46-D2	FHJ0019-46-Q1	FHJ0019-46-Q2	FHJ0019-46-Q3	FHJ0019-46-Q4	0	0	0	0	0	0	0
FHJ0020-10	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	51%涤纶41%粘胶8%腈纶	316	145	0	36.4	83.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0020-10-D1	FHJ0020-10-D2	FHJ0020-10-Q1	FHJ0020-10-Q2	FHJ0020-10-Q3	FHJ0020-10-Q4	0	0	0	0	0	0	0
FHJ0020-41	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	51%涤纶41%粘胶11%腈纶	316	145	0	36.4	83.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0020-41-D1	FHJ0020-41-D2	FHJ0020-41-Q1	FHJ0020-41-Q2	FHJ0020-41-Q3	FHJ0020-41-Q4	0	0	0	0	0	0	0
FHJ0024-20	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	428	143	286	18	27	中国	0	1	1	0	0	1	1	0	0	1	FHJ0024-20-D1	FHJ0024-20-D2	FHJ0024-20-Q1	FHJ0024-20-Q2	FHJ0024-20-Q3	FHJ0024-20-Q4	0	0	0	0	0	0	0
FHJ0024-30	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	428	143	286	18	27	中国	0	1	1	0	0	1	1	0	0	1	FHJ0024-30-D1	FHJ0024-30-D2	FHJ0024-30-Q1	FHJ0024-30-Q2	FHJ0024-30-Q3	FHJ0024-30-Q4	0	0	0	0	0	0	0
FHJ0024-40	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	428	143	286	18	27	中国	0	1	1	0	0	1	1	0	0	1	FHJ0024-40-D1	FHJ0024-40-D2	FHJ0024-40-Q1	FHJ0024-40-Q2	FHJ0024-40-Q3	FHJ0024-40-Q4	0	0	0	0	0	0	0
FHJ0024-50	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	428	143	286	18	27	中国	0	1	1	0	0	1	1	0	0	1	FHJ0024-50-D1	FHJ0024-50-D2	FHJ0024-50-Q1	FHJ0024-50-Q2	FHJ0024-50-Q3	FHJ0024-50-Q4	0	0	0	0	0	0	0
FHJ0025-50	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	300	142	284	154	0.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0025-50-D1	FHJ0025-50-D2	FHJ0025-50-Q1	FHJ0025-50-Q2	FHJ0025-50-Q3	FHJ0025-50-Q4	0	0	0	0	0	0	0
FHJ0026-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	92%涤纶 6%粘胶 2%麻	352	142	284	18	17.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0026-10-D1	FHJ0026-10-D2	FHJ0026-10-Q1	FHJ0026-10-Q2	FHJ0026-10-Q3	FHJ0026-10-Q4	0	0	0	0	0	0	0
FHJ0027-20	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 24%粘胶 1%麻	355	145	290	72.5	77.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0027-20-D1	FHJ0027-20-D2	FHJ0027-20-Q1	FHJ0027-20-Q2	FHJ0027-20-Q3	FHJ0027-20-Q4	0	0	0	0	0	0	0
FHJ0027-21	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 24%粘胶 1%麻	355	145	290	72.5	77.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0027-21-D1	FHJ0027-21-D2	FHJ0027-21-Q1	FHJ0027-21-Q2	FHJ0027-21-Q3	FHJ0027-21-Q4	0	0	0	0	0	0	0
FHJ0027-22	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 24%粘胶 1%麻	355	145	290	72.5	77.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0027-22-D1	FHJ0027-22-D2	FHJ0027-22-Q1	FHJ0027-22-Q2	FHJ0027-22-Q3	FHJ0027-22-Q4	0	0	0	0	0	0	0
FHJ0027-40	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 24%粘胶 1%麻	355	145	290	72.5	77.2	中国	0	1	1	0	0	1	1	0	0	1	FHJ0027-40-D1	FHJ0027-40-D2	FHJ0027-40-Q1	FHJ0027-40-Q2	FHJ0027-40-Q3	FHJ0027-40-Q4	0	0	0	0	0	0	0
FHJ0029-21	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-21-D1	FHJ0029-21-D2	FHJ0029-21-Q1	FHJ0029-21-Q2	FHJ0029-21-Q3	FHJ0029-21-Q4	0	0	0	0	0	0	0
FHJ0029-30	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-30-D1	FHJ0029-30-D2	FHJ0029-30-Q1	FHJ0029-30-Q2	FHJ0029-30-Q3	FHJ0029-30-Q4	0	0	0	0	0	0	0
FHJ0029-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	 64%涤纶34%粘胶2%麻	342	154	308	76	70	中国	0	1	1	0	0	1	1	0	0	1	FHJ0029-40-D1	FHJ0029-40-D2	FHJ0029-40-Q1	FHJ0029-40-Q2	FHJ0029-40-Q3	FHJ0029-40-Q4	0	0	0	0	0	0	0
FHJ0032-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-20-D1	FHJ0032-20-D2	FHJ0032-20-Q1	FHJ0032-20-Q2	FHJ0032-20-Q3	FHJ0032-20-Q4	0	0	0	0	0	0	0
FHJ0032-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-40-D1	FHJ0032-40-D2	FHJ0032-40-Q1	FHJ0032-40-Q2	FHJ0032-40-Q3	FHJ0032-40-Q4	0	0	0	0	0	0	0
FHJ0032-41	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-41-D1	FHJ0032-41-D2	FHJ0032-41-Q1	FHJ0032-41-Q2	FHJ0032-41-Q3	FHJ0032-41-Q4	0	0	0	0	0	0	0
FHJ0032-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-42-D1	FHJ0032-42-D2	FHJ0032-42-Q1	FHJ0032-42-Q2	FHJ0032-42-Q3	FHJ0032-42-Q4	0	0	0	0	0	0	0
FHJ0032-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	80%涤纶 20%粘胶	320	143	286	9	10	中国	0	1	1	0	0	1	1	0	0	1	FHJ0032-50-D1	FHJ0032-50-D2	FHJ0032-50-Q1	FHJ0032-50-Q2	FHJ0032-50-Q3	FHJ0032-50-Q4	0	0	0	0	0	0	0
FHJ0033-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-10-D1	FHJ0033-10-D2	FHJ0033-10-Q1	FHJ0033-10-Q2	FHJ0033-10-Q3	FHJ0033-10-Q4	0	0	0	0	0	0	0
FHJ0033-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	 	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-30-D1	FHJ0033-30-D2	FHJ0033-30-Q1	FHJ0033-30-Q2	FHJ0033-30-Q3	FHJ0033-30-Q4	0	0	0	0	0	0	0
FHJ0033-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-40-D1	FHJ0033-40-D2	FHJ0033-40-Q1	FHJ0033-40-Q2	FHJ0033-40-Q3	FHJ0033-40-Q4	0	0	0	0	0	0	0
FHJ0033-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	143	286	35.9	49.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0033-42-D1	FHJ0033-42-D2	FHJ0033-42-Q1	FHJ0033-42-Q2	FHJ0033-42-Q3	FHJ0033-42-Q4	0	0	0	0	0	0	0
FHJ0035-31	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	58%涤纶42%粘胶	301	156	0	78	55.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0035-31-D1	FHJ0035-31-D2	FHJ0035-31-Q1	FHJ0035-31-Q2	FHJ0035-31-Q3	FHJ0035-31-Q4	0	0	0	0	0	0	0
FHJ0036-02	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	442	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0036-02-D1	FHJ0036-02-D2	FHJ0036-02-Q1	FHJ0036-02-Q2	FHJ0036-02-Q3	FHJ0036-02-Q4	0	0	0	0	0	0	0
FHJ0039-01	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-01-D1	FHJ0039-01-D2	FHJ0039-01-Q1	FHJ0039-01-Q2	FHJ0039-01-Q3	FHJ0039-01-Q4	0	0	0	0	0	0	0
FHJ0039-48	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-48-D1	FHJ0039-48-D2	FHJ0039-48-Q1	FHJ0039-48-Q2	FHJ0039-48-Q3	FHJ0039-48-Q4	0	0	0	0	0	0	0
FHJ0040-02	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-02-D1	FHJ0040-02-D2	FHJ0040-02-Q1	FHJ0040-02-Q2	FHJ0040-02-Q3	FHJ0040-02-Q4	0	0	0	0	0	0	0
FHJ0040-04	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-04-D1	FHJ0040-04-D2	FHJ0040-04-Q1	FHJ0040-04-Q2	FHJ0040-04-Q3	FHJ0040-04-Q4	0	0	0	0	0	0	0
FHJ0040-41	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-41-D1	FHJ0040-41-D2	FHJ0040-41-Q1	FHJ0040-41-Q2	FHJ0040-41-Q3	FHJ0040-41-Q4	0	0	0	0	0	0	0
FHJ0040-42	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-42-D1	FHJ0040-42-D2	FHJ0040-42-Q1	FHJ0040-42-Q2	FHJ0040-42-Q3	FHJ0040-42-Q4	0	0	0	0	0	0	0
FHJ0040-44	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-44-D1	FHJ0040-44-D2	FHJ0040-44-Q1	FHJ0040-44-Q2	FHJ0040-44-Q3	FHJ0040-44-Q4	0	0	0	0	0	0	0
FHJ0040-50	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-50-D1	FHJ0040-50-D2	FHJ0040-50-Q1	FHJ0040-50-Q2	FHJ0040-50-Q3	FHJ0040-50-Q4	0	0	0	0	0	0	0
FHJ0043-10	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	67%涤纶 33%粘胶	313	144	288	72	50.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0043-10-D1	FHJ0043-10-D2	FHJ0043-10-Q1	FHJ0043-10-Q2	FHJ0043-10-Q3	FHJ0043-10-Q4	0	0	0	0	0	0	0
FHJ0043-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	67%涤纶 33%粘胶	313	144	288	72	50.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0043-30-D1	FHJ0043-30-D2	FHJ0043-30-Q1	FHJ0043-30-Q2	FHJ0043-30-Q3	FHJ0043-30-Q4	0	0	0	0	0	0	0
FHJ0043-31	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	67%涤纶 33%粘胶	313	144	288	72	50.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0043-31-D1	FHJ0043-31-D2	FHJ0043-31-Q1	FHJ0043-31-Q2	FHJ0043-31-Q3	FHJ0043-31-Q4	0	0	0	0	0	0	0
FHJ0045-02	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	12	12.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0045-02-D1	FHJ0045-02-D2	FHJ0045-02-Q1	FHJ0045-02-Q2	FHJ0045-02-Q3	FHJ0045-02-Q4	0	0	0	0	0	0	0
FHJ0045-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	12	12.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0045-20-D1	FHJ0045-20-D2	FHJ0045-20-Q1	FHJ0045-20-Q2	FHJ0045-20-Q3	FHJ0045-20-Q4	0	0	0	0	0	0	0
FHJ0045-21	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	12	12.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0045-21-D1	FHJ0045-21-D2	FHJ0045-21-Q1	FHJ0045-21-Q2	FHJ0045-21-Q3	FHJ0045-21-Q4	0	0	0	0	0	0	0
FHJ0045-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	12	12.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0045-40-D1	FHJ0045-40-D2	FHJ0045-40-Q1	FHJ0045-40-Q2	FHJ0045-40-Q3	FHJ0045-40-Q4	0	0	0	0	0	0	0
FHJ0046-10	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	74	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0046-10-D1	FHJ0046-10-D2	FHJ0046-10-Q1	FHJ0046-10-Q2	FHJ0046-10-Q3	FHJ0046-10-Q4	0	0	0	0	0	0	0
FHJ0048-31	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	52%涤纶 48%棉	344	140	280	35	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0048-31-D1	FHJ0048-31-D2	FHJ0048-31-Q1	FHJ0048-31-Q2	FHJ0048-31-Q3	FHJ0048-31-Q4	0	0	0	0	0	0	0
FHJ0051-01	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	420	143	286	71.5	41.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0051-01-D1	FHJ0051-01-D2	FHJ0051-01-Q1	FHJ0051-01-Q2	FHJ0051-01-Q3	FHJ0051-01-Q4	0	0	0	0	0	0	0
FHJ0051-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	420	143	286	71.5	41.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0051-30-D1	FHJ0051-30-D2	FHJ0051-30-Q1	FHJ0051-30-Q2	FHJ0051-30-Q3	FHJ0051-30-Q4	0	0	0	0	0	0	0
FHJ0051-31	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	420	143	286	71.5	41.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0051-31-D1	FHJ0051-31-D2	FHJ0051-31-Q1	FHJ0051-31-Q2	FHJ0051-31-Q3	FHJ0051-31-Q4	0	0	0	0	0	0	0
FHJ0051-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	420	143	286	71.5	41.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0051-51-D1	FHJ0051-51-D2	FHJ0051-51-Q1	FHJ0051-51-Q2	FHJ0051-51-Q3	FHJ0051-51-Q4	0	0	0	0	0	0	0
FHJ0054-03	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	395	146	292	73.1	65.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0054-03-D1	FHJ0054-03-D2	FHJ0054-03-Q1	FHJ0054-03-Q2	FHJ0054-03-Q3	FHJ0054-03-Q4	0	0	0	0	0	0	0
FHJ0057-21	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	71%涤纶 29%粘胶 	362	154	0	6.4	7.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0057-21-D1	FHJ0057-21-D2	FHJ0057-21-Q1	FHJ0057-21-Q2	FHJ0057-21-Q3	FHJ0057-21-Q4	0	0	0	0	0	0	0
FHJ0057-30	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	71%涤纶 29%粘胶 	362	154	0	6.4	7.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0057-30-D1	FHJ0057-30-D2	FHJ0057-30-Q1	FHJ0057-30-Q2	FHJ0057-30-Q3	FHJ0057-30-Q4	0	0	0	0	0	0	0
FHJ0059-36	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-36-D1	FHJ0059-36-D2	FHJ0059-36-Q1	FHJ0059-36-Q2	FHJ0059-36-Q3	FHJ0059-36-Q4	0	0	0	0	0	0	0
FHJ0062-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	397	143	286	18	18.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0062-20-D1	FHJ0062-20-D2	FHJ0062-20-Q1	FHJ0062-20-Q2	FHJ0062-20-Q3	FHJ0062-20-Q4	0	0	0	0	0	0	0
FHJ0062-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	397	143	286	18	18.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0062-50-D1	FHJ0062-50-D2	FHJ0062-50-Q1	FHJ0062-50-Q2	FHJ0062-50-Q3	FHJ0062-50-Q4	0	0	0	0	0	0	0
FHJ0063-03	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-03-D1	FHJ0063-03-D2	FHJ0063-03-Q1	FHJ0063-03-Q2	FHJ0063-03-Q3	FHJ0063-03-Q4	0	0	0	0	0	0	0
FHJ0063-45	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-45-D1	FHJ0063-45-D2	FHJ0063-45-Q1	FHJ0063-45-Q2	FHJ0063-45-Q3	FHJ0063-45-Q4	0	0	0	0	0	0	0
FHJ0063-51	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	46%涤纶 54%，棉	218	139	0	17.4	17.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0063-51-D1	FHJ0063-51-D2	FHJ0063-51-Q1	FHJ0063-51-Q2	FHJ0063-51-Q3	FHJ0063-51-Q4	0	0	0	0	0	0	0
FHJ0065-01	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	489	146	292	32	23	中国	0	1	1	0	0	1	1	0	0	1	FHJ0065-01-D1	FHJ0065-01-D2	FHJ0065-01-Q1	FHJ0065-01-Q2	FHJ0065-01-Q3	FHJ0065-01-Q4	0	0	0	0	0	0	0
FHJ0065-04	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	489	146	292	32	23	中国	0	1	1	0	0	1	1	0	0	1	FHJ0065-04-D1	FHJ0065-04-D2	FHJ0065-04-Q1	FHJ0065-04-Q2	FHJ0065-04-Q3	FHJ0065-04-Q4	0	0	0	0	0	0	0
FHJ0065-50	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	489	146	292	32	23	中国	0	1	1	0	0	1	1	0	0	1	FHJ0065-50-D1	FHJ0065-50-D2	FHJ0065-50-Q1	FHJ0065-50-Q2	FHJ0065-50-Q3	FHJ0065-50-Q4	0	0	0	0	0	0	0
FHJ0072-01	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	88%涤纶 12%粘胶	439	146	292	73	50.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0072-01-D1	FHJ0072-01-D2	FHJ0072-01-Q1	FHJ0072-01-Q2	FHJ0072-01-Q3	FHJ0072-01-Q4	0	0	0	0	0	0	0
FHJ0072-10	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	88%涤纶 12%粘胶	439	146	292	73	50.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0072-10-D1	FHJ0072-10-D2	FHJ0072-10-Q1	FHJ0072-10-Q2	FHJ0072-10-Q3	FHJ0072-10-Q4	0	0	0	0	0	0	0
FHJ0072-20	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	88%涤纶 12%粘胶	439	146	292	73	50.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0072-20-D1	FHJ0072-20-D2	FHJ0072-20-Q1	FHJ0072-20-Q2	FHJ0072-20-Q3	FHJ0072-20-Q4	0	0	0	0	0	0	0
FHJ0072-21	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	88%涤纶 12%粘胶	439	146	292	73	50.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0072-21-D1	FHJ0072-21-D2	FHJ0072-21-Q1	FHJ0072-21-Q2	FHJ0072-21-Q3	FHJ0072-21-Q4	0	0	0	0	0	0	0
FHJ0073-20	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	56%涤纶 44%粘胶    	396	145	290	36.3	19.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0073-20-D1	FHJ0073-20-D2	FHJ0073-20-Q1	FHJ0073-20-Q2	FHJ0073-20-Q3	FHJ0073-20-Q4	0	0	0	0	0	0	0
