布魔方产品型号	颜色-红	颜色-黄	颜色-蓝	颜色-绿	颜色-咖	颜色-黑白灰	风格-美式	风格-欧式	风格-中式	风格-现代	风格-混搭	工艺-提花	工艺-绣花	工艺-印花	工艺-素织物	工艺-其他	材质-棉麻	材质-雪尼尔	材质-涤丝经面	材质-羊毛混纺	材质-其他	应用-沙发	应用-窗帘	应用-墙布	应用-抱枕	应用-床品	应用-其他	价格-单幅	价格-宽幅	成分(%)	每平方克重(g/㎡±5%)	幅宽-单幅（±2cm）	幅宽-宽幅（±2cm）	花型尺寸-横向（cm）	花型尺寸-纵向（cm）	原产地	水洗标-可水洗	水洗标-不可机洗	水洗标-可加干洗剂干洗	水洗标-不可干洗	可滚筒烘干	不可滚筒烘干	水洗标-低温熨烫	水洗标-不可熨烫	水洗标-可漂白	水洗标-不可漂白	花型图-1600px*800px	花型图-800px*800px	质地图-1600px*800px	质地图-800px*800px	质地图-400px*200px	质地图-400px*400px	搭配面料1	搭配面料2	搭配面料3	搭配面料4	搭配面料5	搭配面料6	检测报告
FHJ0038-50	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	100%涤纶 	384	140	280	35	36.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0038-50-D1	FHJ0038-50-D2	FHJ0038-50-Q1	FHJ0038-50-Q2	FHJ0038-50-Q3	FHJ0038-50-Q4	FHJ0046-40	FHJ0063-30	FHJ0071-50	FHJ0038-20	0	0	0
FHJ0039-02	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-02-D1	FHJ0039-02-D2	FHJ0039-02-Q1	FHJ0039-02-Q2	FHJ0039-02-Q3	FHJ0039-02-Q4	FHD0006-10	FHJ0037-50	FHJ0052-30	FHJ0032-30	0	0	0
FHJ0039-03	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-03-D1	FHJ0039-03-D2	FHJ0039-03-Q1	FHJ0039-03-Q2	FHJ0039-03-Q3	FHJ0039-03-Q4	FHJ0015-11	FHD0001-40	FHJ0019-03	FHJ0039-42	0	0	0
FHJ0039-21	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-21-D1	FHJ0039-21-D2	FHJ0039-21-Q1	FHJ0039-21-Q2	FHJ0039-21-Q3	FHJ0039-21-Q4	FHJ0005-43	FHJ0004-20	FHJ0004-21	FHJ0059-43	0	0	0
FHJ0039-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-40-D1	FHJ0039-40-D2	FHJ0039-40-Q1	FHJ0039-40-Q2	FHJ0039-40-Q3	FHJ0039-40-Q4	FHJ0048-30	FHJ0029-01	FHJ0056-01	0	0	0	0
FHJ0039-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-42-D1	FHJ0039-42-D2	FHJ0039-42-Q1	FHJ0039-42-Q2	FHJ0039-42-Q3	FHJ0039-42-Q4	FHJ0039-03	FHJ0015-11	FHD0001-40	FHJ0019-03	0	0	0
FHJ0039-43	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-43-D1	FHJ0039-43-D2	FHJ0039-43-Q1	FHJ0039-43-Q2	FHJ0039-43-Q3	FHJ0039-43-Q4	FHJ0015-10	FHD0006-30	FHD0006-40	0	0	0	0
FHJ0039-44	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-44-D1	FHJ0039-44-D2	FHJ0039-44-Q1	FHJ0039-44-Q2	FHJ0039-44-Q3	FHJ0039-44-Q4	FHJ0044-10	FHJ0039-40	FHD0006-30	FHD0003-11	0	0	0
FHJ0039-45	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-45-D1	FHJ0039-45-D2	FHJ0039-45-Q1	FHJ0039-45-Q2	FHJ0039-45-Q3	FHJ0039-45-Q4	FHD0006-44	FHJ0007-10	FHJ0036-60	0	0	0	0
FHJ0039-49	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	539	143	286	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0039-49-D1	FHJ0039-49-D2	FHJ0039-49-Q1	FHJ0039-49-Q2	FHJ0039-49-Q3	FHJ0039-49-Q4	FHJ0003-30	FHJ0013-30	FHD0006-10	FHJ0040-01	0	0	0
FHJ0040-01	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-01-D1	FHJ0040-01-D2	FHJ0040-01-Q1	FHJ0040-01-Q2	FHJ0040-01-Q3	FHJ0040-01-Q4	FHJ0039-49	FHJ0003-30	FHJ0013-30	FHD0006-10	0	0	0
FHJ0040-43	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	100%涤纶 	438	142	284	23.7	24	中国	0	1	1	0	0	1	1	0	0	1	FHJ0040-43-D1	FHJ0040-43-D2	FHJ0040-43-Q1	FHJ0040-43-Q2	FHJ0040-43-Q3	FHJ0040-43-Q4	FHJ0002-30	FHD0006-10	FHJ0003-40	0	0	0	0
FHJ0042-10	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	510	146	292	18.3	21	中国	0	1	1	0	0	1	1	0	0	1	FHJ0042-10-D1	FHJ0042-10-D2	FHJ0042-10-Q1	FHJ0042-10-Q2	FHJ0042-10-Q3	FHJ0042-10-Q4	FHJ0029-50	FHJ0059-31	FHD0001-10	FHJ0047-43	0	0	0
FHJ0042-30	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	510	146	292	18.3	21	中国	0	1	1	0	0	1	1	0	0	1	FHJ0042-30-D1	FHJ0042-30-D2	FHJ0042-30-Q1	FHJ0042-30-Q2	FHJ0042-30-Q3	FHJ0042-30-Q4	FHJ0024-10	FHJ0071-33	FHD0001-10	FHJ0039-40	0	0	0
FHJ0042-41	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	510	146	292	18.3	21	中国	0	1	1	0	0	1	1	0	0	1	FHJ0042-41-D1	FHJ0042-41-D2	FHJ0042-41-Q1	FHJ0042-41-Q2	FHJ0042-41-Q3	FHJ0042-41-Q4	FHJ0059-53	FHJ0044-10	FHD0001-11	FHJ0046-41	0	0	0
FHJ0044-02	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	83%涤纶 15%粘胶 2%麻	366	146	292	36.5	36	中国	0	1	1	0	0	1	1	0	0	1	FHJ0044-02-D1	FHJ0044-02-D2	FHJ0044-02-Q1	FHJ0044-02-Q2	FHJ0044-02-Q3	FHJ0044-02-Q4	FHD0006-30	FHD0006-51	FHD0001-30	0	0	0	0
FHJ0044-10	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	83%涤纶 15%粘胶 2%麻	366	146	292	36.5	36	中国	0	1	1	0	0	1	1	0	0	1	FHJ0044-10-D1	FHJ0044-10-D2	FHJ0044-10-Q1	FHJ0044-10-Q2	FHJ0044-10-Q3	FHJ0044-10-Q4	FHJ0039-40	FHJ0039-44	FHD0006-30	FHD0003-11	0	0	0
FHJ0046-40	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	74	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0046-40-D1	FHJ0046-40-D2	FHJ0046-40-Q1	FHJ0046-40-Q2	FHJ0046-40-Q3	FHJ0046-40-Q4	FHJ0063-30	FHJ0071-50	FHJ0038-50	FHJ0038-20	0	0	0
FHJ0046-41	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	74	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0046-41-D1	FHJ0046-41-D2	FHJ0046-41-Q1	FHJ0046-41-Q2	FHJ0046-41-Q3	FHJ0046-41-Q4	FHJ0019-31	FHJ0075-10	FHJ0090-40	0	0	0	0
FHJ0046-42	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	74	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0046-42-D1	FHJ0046-42-D2	FHJ0046-42-Q1	FHJ0046-42-Q2	FHJ0046-42-Q3	FHJ0046-42-Q4	FHJ0063-40	FHJ0063-30	FHJ0034-40	0	0	0	0
FHJ0046-43	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	74	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0046-43-D1	FHJ0046-43-D2	FHJ0046-43-Q1	FHJ0046-43-Q2	FHJ0046-43-Q3	FHJ0046-43-Q4	FHJ0063-52	FHJ0075-10	0	0	0	0	0
FHJ0046-44	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	26%涤纶 37%粘胶 37% 棉	390	148	0	74	64.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0046-44-D1	FHJ0046-44-D2	FHJ0046-44-Q1	FHJ0046-44-Q2	FHJ0046-44-Q3	FHJ0046-44-Q4	FHJ0035-40	FHJ0063-40	FHJ0038-41	0	0	0	0
FHJ0047-01	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	378	143	286	17.9	12.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0047-01-D1	FHJ0047-01-D2	FHJ0047-01-Q1	FHJ0047-01-Q2	FHJ0047-01-Q3	FHJ0047-01-Q4	FHJ0076-02	FHJ0003-01	FHJ0074-50	0	0	0	0
FHJ0047-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	378	143	286	17.9	12.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0047-10-D1	FHJ0047-10-D2	FHJ0047-10-Q1	FHJ0047-10-Q2	FHJ0047-10-Q3	FHJ0047-10-Q4	FHJ0076-32	FHD0006-51	FHJ0050-30	0	0	0	0
FHJ0047-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	378	143	286	17.9	12.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0047-30-D1	FHJ0047-30-D2	FHJ0047-30-Q1	FHJ0047-30-Q2	FHJ0047-30-Q3	FHJ0047-30-Q4	FHJ0019-44	FHJ0076-30	FHD0006-51	0	0	0	0
FHJ0047-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	378	143	286	17.9	12.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0047-42-D1	FHJ0047-42-D2	FHJ0047-42-Q1	FHJ0047-42-Q2	FHJ0047-42-Q3	FHJ0047-42-Q4	FHJ0073-40	FHJ0077-40	FHD0006-10	FHJ0039-40	0	0	0
FHJ0047-43	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	378	143	286	17.9	12.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0047-43-D1	FHJ0047-43-D2	FHJ0047-43-Q1	FHJ0047-43-Q2	FHJ0047-43-Q3	FHJ0047-43-Q4	FHJ0042-10	FHJ0029-50	FHJ0059-31	FHD0001-10	0	0	0
FHJ0047-44	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	378	143	286	17.9	12.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0047-44-D1	FHJ0047-44-D2	FHJ0047-44-Q1	FHJ0047-44-Q2	FHJ0047-44-Q3	FHJ0047-44-Q4	FHJ0033-50	FHJ0041-40	FHJ0040-43	FHJ0033-41	0	0	0
FHJ0048-20	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	52%涤纶 48%棉	344	140	280	35	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0048-20-D1	FHJ0048-20-D2	FHJ0048-20-Q1	FHJ0048-20-Q2	FHJ0048-20-Q3	FHJ0048-20-Q4	FHJ0033-20	FHJ0041-20	FHD0006-10	FHD0001-10	FHJ0050-20	0	0
FHJ0048-30	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	52%涤纶 48%棉	344	140	280	35	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0048-30-D1	FHJ0048-30-D2	FHJ0048-30-Q1	FHJ0048-30-Q2	FHJ0048-30-Q3	FHJ0048-30-Q4	FHJ0039-40	FHJ0029-01	FHJ0056-01	0	0	0	0
FHJ0048-50	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	52%涤纶 48%棉	344	140	280	35	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0048-50-D1	FHJ0048-50-D2	FHJ0048-50-Q1	FHJ0048-50-Q2	FHJ0048-50-Q3	FHJ0048-50-Q4	FHJ0033-51	FHD0006-10	FHJ0041-50	FHD0001-11	FHD0003-50	0	0
FHJ0050-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	398	145	290	9	29.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0050-20-D1	FHJ0050-20-D2	FHJ0050-20-Q1	FHJ0050-20-Q2	FHJ0050-20-Q3	FHJ0050-20-Q4	FHJ0048-20	FHJ0033-20	FHJ0041-20	FHD0006-10	FHD0001-10	0	0
FHJ0050-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	398	145	290	9	29.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0050-30-D1	FHJ0050-30-D2	FHJ0050-30-Q1	FHJ0050-30-Q2	FHJ0050-30-Q3	FHJ0050-30-Q4	FHJ0047-10	FHJ0076-32	FHD0006-51	0	0	0	0
FHJ0050-31	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	398	145	290	9	29.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0050-31-D1	FHJ0050-31-D2	FHJ0050-31-Q1	FHJ0050-31-Q2	FHJ0050-31-Q3	FHJ0050-31-Q4	FHJ0056-10	FHD0006-40	FHD0006-10	FHJ0055-10	0	0	0
FHJ0050-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	398	145	290	9	29.9	中国	0	1	1	0	0	1	1	0	0	1	FHJ0050-50-D1	FHJ0050-50-D2	FHJ0050-50-Q1	FHJ0050-50-Q2	FHJ0050-50-Q3	FHJ0050-50-Q4	FHJ0059-04	FHJ0041-30	FHJ0041-40	FHJ0073-01	0	0	0
FHJ0052-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	48%涤纶 49%粘胶 3%麻	469	143	286	35.7	34	中国	0	1	1	0	0	1	1	0	0	1	FHJ0052-20-D1	FHJ0052-20-D2	FHJ0052-20-Q1	FHJ0052-20-Q2	FHJ0052-20-Q3	FHJ0052-20-Q4	FHJ0031-20	FHD0006-30	FHJ0074-20	0	0	0	0
FHJ0052-30	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	48%涤纶 49%粘胶 3%麻	469	143	286	35.7	34	中国	0	1	1	0	0	1	1	0	0	1	FHJ0052-30-D1	FHJ0052-30-D2	FHJ0052-30-Q1	FHJ0052-30-Q2	FHJ0052-30-Q3	FHJ0052-30-Q4	FHJ0039-02	FHD0006-10	FHJ0037-50	FHJ0032-30	0	0	0
FHJ0053-10	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	219	145	290	18	40	中国	0	1	1	0	0	1	1	0	0	1	FHJ0053-10-D1	FHJ0053-10-D2	FHJ0053-10-Q1	FHJ0053-10-Q2	FHJ0053-10-Q3	FHJ0053-10-Q4	FHJ0008-10	FHJ0058-10	FHJ0028-40	FHJ0023-41	0	0	0
FHJ0053-20	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	219	145	0	18	40	中国	0	1	1	0	0	1	1	0	0	1	FHJ0053-20-D1	FHJ0053-20-D2	FHJ0053-20-Q1	FHJ0053-20-Q2	FHJ0053-20-Q3	FHJ0053-20-Q4	FHJ0025-30	FHJ0023-40	FHJ0058-41	0	0	0	0
FHJ0053-40	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	219	145	0	18	40	中国	0	1	1	0	0	1	1	0	0	1	FHJ0053-40-D1	FHJ0053-40-D2	FHJ0053-40-Q1	FHJ0053-40-Q2	FHJ0053-40-Q3	FHJ0053-40-Q4	FHJ0023-20	FHJ0028-40	FHJ0058-42	0	0	0	0
FHJ0053-41	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶 	219	145	0	18	40	中国	0	1	1	0	0	1	1	0	0	1	FHJ0053-41-D1	FHJ0053-41-D2	FHJ0053-41-Q1	FHJ0053-41-Q2	FHJ0053-41-Q3	FHJ0053-41-Q4	FHJ0028-21	FHJ0008-40	FHJ0058-20	FHJ0023-42	0	0	0
FHJ0055-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	80%涤纶20%棉	405	142	284	71	61	中国	0	1	1	0	0	1	1	0	0	1	FHJ0055-10-D1	FHJ0055-10-D2	FHJ0055-10-Q1	FHJ0055-10-Q2	FHJ0055-10-Q3	FHJ0055-10-Q4	FHJ00019-01	FHJ0056-10	0	0	0	0	0
FHJ0055-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	80%涤纶20%棉	405	142	284	71	61	中国	0	1	1	0	0	1	1	0	0	1	FHJ0055-30-D1	FHJ0055-30-D2	FHJ0055-30-Q1	FHJ0055-30-Q2	FHJ0055-30-Q3	FHJ0055-30-Q4	FHD0006-40	FHJ0056-30	FHJ0063-32	FHJ0063-31	0	0	0
FHJ0056-01	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 22%粘胶 1%麻	376	145	290	36.5	35	中国	0	1	1	0	0	1	1	0	0	1	FHJ0056-01-D1	FHJ0056-01-D2	FHJ0056-01-Q1	FHJ0056-01-Q2	FHJ0056-01-Q3	FHJ0056-01-Q4	FHJ0039-40	FHJ0048-30	FHJ0029-01	0	0	0	0
FHJ0056-10	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	77%涤纶 22%粘胶 1%麻	376	145	290	36.5	35	中国	0	1	1	0	0	1	1	0	0	1	FHJ0056-10-D1	FHJ0056-10-D2	FHJ0056-10-Q1	FHJ0056-10-Q2	FHJ0056-10-Q3	FHJ0056-10-Q4	FHJ0050-31	FHD0006-40	FHD0006-10	FHJ0055-10	0	0	0
FHJ0056-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 22%粘胶 1%麻	376	145	290	36.5	35	中国	0	1	1	0	0	1	1	0	0	1	FHJ0056-30-D1	FHJ0056-30-D2	FHJ0056-30-Q1	FHJ0056-30-Q2	FHJ0056-30-Q3	FHJ0056-30-Q4	FHJ0055-30	FHD0006-40	FHJ0063-32	FHJ0063-31	0	0	0
FHJ0056-31	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 22%粘胶 1%麻	376	145	290	36.5	35	中国	0	1	1	0	0	1	1	0	0	1	FHJ0056-31-D1	FHJ0056-31-D2	FHJ0056-31-Q1	FHJ0056-31-Q2	FHJ0056-31-Q3	FHJ0056-31-Q4	FHJ0069-30	FHD0006-40	FHJ0068-30	FHJ0070-30	0	0	0
FHJ0057-02	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	71%涤纶 29%粘胶 	362	154	0	6.4	7.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0057-02-D1	FHJ0057-02-D2	FHJ0057-02-Q1	FHJ0057-02-Q2	FHJ0057-02-Q3	FHJ0057-02-Q4	FHJ0088-01	FHJ0086-01	FHJ0087-01	0	0	0	0
FHJ0057-20	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	71%涤纶 29%粘胶 	362	154	0	6.4	7.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0057-20-D1	FHJ0057-20-D2	FHJ0057-20-Q1	FHJ0057-20-Q2	FHJ0057-20-Q3	FHJ0057-20-Q4	FHJ0088-20	FHJ0086-20	FHJ0087-20	0	0	0	0
FHJ0057-41	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	71%涤纶 29%粘胶 	362	154	0	6.4	7.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0057-41-D1	FHJ0057-41-D2	FHJ0057-41-Q1	FHJ0057-41-Q2	FHJ0057-41-Q3	FHJ0057-41-Q4	FHJ0088-40	FHJ0086-40	FHJ0087-40	0	0	0	0
FHJ0058-10	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 25%粘胶 	520	140	0	35	93.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0058-10-D1	FHJ0058-10-D2	FHJ0058-10-Q1	FHJ0058-10-Q2	FHJ0058-10-Q3	FHJ0058-10-Q4	FHJ0053-10	FHJ0008-10	FHJ0028-40	FHJ0023-41	0	0	0
FHJ0058-20	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 25%粘胶 	520	140	0	35	93.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0058-20-D1	FHJ0058-20-D2	FHJ0058-20-Q1	FHJ0058-20-Q2	FHJ0058-20-Q3	FHJ0058-20-Q4	FHJ0020-41	FHJ0025-40	FHJ0084-40	FHJ0028-20	0	0	0
FHJ0058-40	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 25%粘胶 	520	140	0	35	93.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0058-40-D1	FHJ0058-40-D2	FHJ0058-40-Q1	FHJ0058-40-Q2	FHJ0058-40-Q3	FHJ0058-40-Q4	FHJ0008-41	FHJ0025-30	FHJ0084-41	FHJ0082-50	0	0	0
FHJ0058-41	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 25%粘胶 	520	140	0	35	93.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0058-41-D1	FHJ0058-41-D2	FHJ0058-41-Q1	FHJ0058-41-Q2	FHJ0058-41-Q3	FHJ0058-41-Q4	FHJ0023-42	FHJ0010-10	FHJ0028-21	0	0	0	0
FHJ0058-42	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	75%涤纶 25%粘胶 	520	140	0	35	93.1	中国	0	1	1	0	0	1	1	0	0	1	FHJ0058-42-D1	FHJ0058-42-D2	FHJ0058-42-Q1	FHJ0058-42-Q2	FHJ0058-42-Q3	FHJ0058-42-Q4	FHJ0025-30	FHJ0008-10	FHJ0053-10	0	0	0	0
FHJ0059-02	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-02-D1	FHJ0059-02-D2	FHJ0059-02-Q1	FHJ0059-02-Q2	FHJ0059-02-Q3	FHJ0059-02-Q4	FHJ0037-40	FHJ0013-01	FHD0006-20	0	0	0	0
FHJ0059-04	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-04-D1	FHJ0059-04-D2	FHJ0059-04-Q1	FHJ0059-04-Q2	FHJ0059-04-Q3	FHJ0059-04-Q4	FHJ0050-50	FHJ0041-30	FHJ0041-40	FHJ0073-01	0	0	0
FHJ0059-10	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	100%涤纶	377	138	276	34.3	17	中国	0	1	1	0	0	1	1	0	0	1	FHJ0059-10-D1	FHJ0059-10-D2	FHJ0059-10-Q1	FHJ0059-10-Q2	FHJ0059-10-Q3	FHJ0059-10-Q4	FHJ0007-41	FHJ0036-60	FHJ0063-40	FHJ0036-51	0	0	0
